race_no,result,horse_age,horse_sex,jockey_weight,jockey_name,horse_race_degree,horse_win_value,horse_psf_rate,horse_psf_rank,horse_rate
2,2,3y,f,60,TOLGA YILDIZ,1.45.85,6.55,15,3,45
2,3,3y,f,57,ERHAN AKTUĞ,1.46.32,6.8,10,5,40
2,4,3y,f,57,BEKİR MERT MIRIK,1.46.43,10.05,9,6,39
2,5,3y,f,56,HÜSEYİN ŞİMŞEK,1.46.54,40.6,2,8,37
2,6,3y,f,58,MEHMET KAYA,1.46.84,7.65,11,4,42
2,7,3y,f,58,KADİR TOKAÇOĞLU,1.46.87,2.1,27,1,41
2,8,3y,f,54,NEVZAT AVCİ,2.08.11,17.4,4,7,34
3,1,4y,m,58,ERHAN AKTUĞ,1.22.95,2.7,26,1,42
3,2,4y,f,56,NEVZAT AVCİ,1.26.25,5.05,18,3,34
3,3,4y,f,56,KADİR TOKAÇOĞLU,1.26.52,3.6,24,2,36
3,4,4y,m,58,MUHAMMED MİR BİLGİN,1.26.64,9.45,9,5,34
3,5,4y,m,58,GÖKHAN GÖKÇE,1.26.72,3.55,15,4,0
3,6,4y,f,56,BEKİR MERT MIRIK,1.27.18,60.65,1,8,14
3,7,4y,m,54,ENES ÜSTÜN,1.28.18,99.75,1,9,0
3,8,4y,m,58,HÜSEYİN ŞİMŞEK,1.28.27,17.65,4,6,30
3,9,4y,f,52,MERT UYAR,1.30.55,41.15,2,7,26
4,1,5y,f,57,BEKİR MERT MIRIK,1.43.50,15.95,7,6,48
4,2,4y,f,54,İBRAHİM SEFA SÖĞÜT,1.44.06,14.95,7,5,46
4,3,4y,f,53,MERT UYAR,1.44.38,2.55,26,1,44
4,4,4y,f,52,ALİCAN İNCİ,1.45.09,4.85,15,3,43
4,5,4y,f,61,MUHAMMED MİR BİLGİN,1.45.17,17.75,6,7,60
4,6,5y,f,58,NEVZAT AVCİ,1.48.02,4.0,21,2,51
4,7,5y,f,61,KAANCAN GÖKÇE,1.50.55,12.6,5,8,60
4,8,4y,f,62,ERHAN AKTUĞ,1.51.03,4.35,13,4,62
5,1,6y,f,55,TOLGA YILDIZ,1.22.18,1.9,49,1,95
5,2,8y,f,55,NEVZAT AVCİ,1.22.63,2.05,27,2,95
5,3,6y,f,55,MEHMET KAYA,1.24.08,3.8,21,3,93
5,4,5y,f,55,İBRAHİM SEFA SÖĞÜT,1.25.44,32.95,1,5,60
5,5,6y,f,55,ALİCAN İNCİ,1.26.00,27.55,2,4,64
6,1,4y,m,51,ERHAN AKTUĞ,1.39.81,9.9,9,6,39
6,2,4y,m,57,ALİCAN İNCİ,1.39.88,3.5,24,1,51
6,3,4y,m,56,NEVZAT AVCİ,1.40.24,6.5,12,5,48
6,4,4y,m,60,MEHMET KAYA,1.40.27,2.75,18,3,56
6,5,4y,m,54,TOLGA YILDIZ,1.40.98,6.9,13,4,44
6,6,4y,m,57,MERT UYAR,1.42.33,3.9,22,2,56
6,7,4y,m,51,İBRAHİM SEFA SÖĞÜT,1.42.39,27.65,3,7,38
7,1,4y,f,56,NEVZAT AVCİ,1.25.26,2.65,32,1,35
7,2,4y,m,58,MUHAMMED MİR BİLGİN,1.27.33,4.05,15,3,28
7,3,4y,m,54,MERT UYAR,1.27.35,2.9,31,2,33
7,4,4y,f,56,ERHAN AKTUĞ,1.28.37,8.7,6,5,21
7,5,4y,m,54,İBRAHİM SEFA SÖĞÜT,1.28.99,9.9,8,4,28
7,6,4y,m,58,BEKİR MERT MIRIK,1.29.79,27.2,1,7,12
7,7,4y,m,58,ALİCAN İNCİ,1.30.92,15.1,3,6,0
7,8,4y,f,56,HÜSEYİN ŞİMŞEK,1.31.26,62.0,1,9,13
7,9,4y,f,52,SİNAN AKŞIN,1.33.69,79.3,1,10,0
7,10,4y,f,56,MERTCAN AKIN,1.35.57,38.95,1,8,25
1,1,5y,m,55,HIŞMAN ÇİZİK,2.09.92,1.35,63,1,87
1,2,7y,m,55,VEDAT ABİŞ,2.10.02,5.35,9,3,82
1,3,8y,m,55,ONUR YILDIZ,2.11.86,7.85,11,2,85
1,4,7y,m,52,EREN KADİRLER,2.12.03,20.4,5,6,86
1,5,7y,m,55,MUSTAFA ÇİÇEK,2.13.70,11.7,6,5,77
1,6,8y,m,55,FIRAT ARSLAN,2.17.13,6.4,3,4,71
1,7,5y,m,55,MERTCAN ÇELİK,2.30.06,6.4,3,4,79
2,1,6y,m,58,ALİ YILDIZ,1.56.49,2.55,25,1,85
2,2,4y,m,61,ONUR ÖZTÜRK,1.57.66,58.65,2,9,56
2,3,6y,f,55,ONUR YILDIZ,1.57.70,15.8,5,6,71
2,4,5y,m,60,VEDAT ABİŞ,1.57.75,5.2,13,4,67
2,5,5y,m,59,ADEM CEYLAN,1.58.21,2.95,24,2,93
2,6,4y,m,55,GÖRKEM ÖZÇELİK,1.58.23,37.7,3,7,47
2,7,4y,m,56,HIŞMAN ÇİZİK,1.58.31,6.4,10,5,57
2,8,8y,m,60,MUHAMMET ÖZDEMİR,1.59.89,7.1,15,3,87
2,9,5y,m,60,MUSTAFA ÇİÇEK,2.03.56,56.15,3,8,65
3,1,8y,m,56,AKIN SÖZEN,2.11.04,1.6,60,1,98
3,2,5y,m,57,HIŞMAN ÇİZİK,2.11.54,2.15,27,2,91
3,3,7y,m,56,MUSTAFA ÇİÇEK,2.11.95,5.8,9,3,89
3,4,5y,m,56,ERAY ÇİZİK,2.12.18,35.35,1,5,73
3,5,4y,m,53,AHMET EFEKAN ELMAS,2.14.19,102.55,0,6,49
3,6,5y,m,56,MERTCAN ÇELİK,2.18.35,22.95,2,4,74
4,1,4y,f,58,GÖKHAN BEKTAŞ,1.40.83,5.35,13,4,30
4,2,4y,f,58,GÖRKEM ÖZÇELİK,1.41.09,13.8,5,6,28
4,3,4y,f,58,MAHMUT TURAN,1.41.41,2.7,24,2,31
4,4,4y,f,58,ERAY ÇİZİK,1.42.82,3.05,27,1,34
4,5,4y,f,57,MURAT KEÇECİ,1.43.40,5.4,14,3,35
4,6,4y,f,58,ONUR YILDIZ,1.43.80,44.4,2,8,23
4,7,4y,f,55,SEZER ÇELİK,1.45.03,58.4,1,10,13
4,8,4y,f,54,DENİZ BUDAK,1.45.06,88.75,0,11,12
4,9,4y,f,54,HALİT GÖKÇE,1.45.56,28.9,2,7,23
4,10,4y,f,58,SELİM İPEK,1.45.72,10.9,11,5,30
4,11,4y,f,54,ADEM CEYLAN,1.49.84,59.05,1,9,12
5,1,4y,m,51,HALİT GÖKÇE,1.15.17,6.9,10,5,46
5,2,5y,m,58,ERAY ÇİZİK,1.15.23,2.5,27,1,59
5,3,4y,m,57,GÖRKEM ÖZÇELİK,1.15.32,5.6,16,2,58
5,4,6y,f,59,ALİ YILDIZ,1.15.51,13.05,7,7,60
5,5,6y,f,61,MUHAMMET ÖZDEMİR,1.15.54,4.95,14,3,68
5,6,8y,f,57,SEZER ÇELİK,1.15.57,12.0,8,6,63
5,7,4y,m,52,ONUR YILDIZ,1.15.83,5.55,14,4,49
5,8,8y,m,57,FIRAT ARSLAN,1.16.13,15.45,3,8,57
5,9,4y,m,50,MURAT KEÇECİ,1.18.81,93.2,1,9,30
6,1,3y,f,57,MERTCAN ÇELİK,2.00.61,4.6,17,3,54
6,2,3y,f,50,GÖKHAN BEKTAŞ,2.00.71,5.1,11,4,39
6,3,3y,m,50,FURKAN ÇELİK,2.00.73,78.15,1,9,19
6,4,3y,f,50,SELİM İPEK,2.00.83,29.5,2,8,26
6,5,3y,m,50,ERAY ÇİZİK,2.01.34,7.9,10,5,40
6,6,3y,m,54,GÖRKEM ÖZÇELİK,2.01.55,4.35,24,2,48
6,7,3y,m,51,ALİ YILDIZ,2.01.87,8.4,9,6,43
6,8,3y,f,51,HALİT GÖKÇE,2.03.15,27.2,2,7,43
6,9,3y,m,57,ADEM CEYLAN,2.05.87,2.7,24,1,60
7,1,7y,m,55,VEDAT ABİŞ,1.36.67,2.35,37,2,100
7,2,6y,m,55,MUSTAFA ÇİÇEK,1.36.75,1.4,54,1,97
7,3,8y,m,55,ONUR YILDIZ,1.36.84,8.0,6,3,90
7,4,7y,m,55,ALİ YILDIZ,1.40.18,10.6,3,4,77
8,1,4y,f,54,HALİT GÖKÇE,1.41.34,39.2,2,6,0
8,2,4y,f,54,AHMET EFEKAN ELMAS,1.41.46,101.45,1,9,0
8,3,4y,f,58,FIRAT ARSLAN,1.41.47,10.75,6,5,30
8,4,4y,f,61,MUSTAFA ÇİÇEK,1.42.34,2.45,30,2,37
8,5,4y,f,54,ADEM CEYLAN,1.42.41,2.0,1,1,0
8,6,4y,f,61,AKIN SÖZEN,1.44.00,2.0,34,1,37
8,7,4y,f,54,ALİ MEHDİ ALTIN,1.45.26,73.1,1,8,13
8,8,4y,f,59,KÜRŞAT YILMAZ,1.45.90,9.7,9,4,34
8,9,4y,f,58,GÖKHAN BEKTAŞ,1.50.02,55.25,1,7,0
8,10,4y,f,58,MAHMUT TURAN,1.51.42,5.9,15,3,35
9,1,4y,m,58,TUGAY ALICI,1.45.83,5.55,12,4,45
9,2,4y,m,56,MUSTAFA ÇİÇEK,1.45.91,5.45,14,3,40
9,3,4y,m,57,FATİH RÜSTEM BEBEK,1.46.73,4.45,15,2,43
9,4,4y,m,54,ADEM CEYLAN,1.46.78,12.2,4,9,42
9,5,4y,f,57,YUNUS EMRE YÜKSEL,1.47.40,9.35,10,5,45
9,6,4y,m,60,ALİ YILDIZ,1.47.74,18.15,5,8,48
9,7,4y,m,56,ONUR YILDIZ,1.49.17,12.2,8,6,40
9,8,4y,m,55,MAHMUT TURAN,1.49.27,21.9,5,7,38
9,9,4y,f,59,FIRAT ARSLAN,1.49.55,4.65,16,1,46
9,10,4y,m,55,GÖRKEM ÖZÇELİK,1.50.48,24.75,2,12,38
9,11,4y,m,55,GÖKHAN BEKTAŞ,1.51.06,64.2,1,15,38
9,12,4y,m,51,MURAT KEÇECİ,1.51.32,38.8,1,13,37
9,13,4y,m,58,ERAY ÇİZİK,1.52.61,23.4,3,10,44
9,14,4y,f,50,MEHMET ALİ AKGÖBEK,1.53.42,40.95,0,11,29
9,15,4y,f,55,SELİM İPEK,1.58.70,40.95,2,11,38
9,16,4y,m,51,HALİT GÖKÇE,2.04.76,66.6,1,14,34
1,1,5y,f,55,MUSTAFA ÇİÇEK,1.14.45,5.4,14,3,81
1,2,5y,f,55,ERHAN AKTUĞ,1.14.46,11.3,8,6,64
1,3,5y,f,55,BEKİR MERT MIRIK,1.14.47,20.25,5,7,82
1,4,4y,f,56,MEHMET KAYA,1.14.86,2.3,26,1,86
1,5,4y,f,54,NEVZAT AVCİ,1.14.93,3.35,20,2,73
1,6,4y,f,54,MERTCAN ÇELİK,1.16.10,11.4,9,5,85
1,7,5y,f,55,ONUR YILDIZ,1.17.14,24.35,3,8,80
1,8,4y,f,54,ALİ YILDIZ,1.17.84,7.75,13,4,76
1,9,5y,f,55,MUHAMMED MİR BİLGİN,1.17.93,40.5,2,9,63
2,1,3y,m,54,EMRULLAH TEPE,1.44.04,26.25,2,6,13
2,2,3y,f,56,HALİL KAPLAN,1.44.27,1.5,44,1,43
2,3,3y,m,53,İBRAHİM SEFA SÖĞÜT,1.44.88,3.9,25,2,53
2,4,3y,m,55,GÖKHAN GÖKÇE,1.46.28,6.05,14,3,40
2,5,3y,m,57,ALİ YILDIZ,1.46.76,23.45,3,5,16
2,6,3y,m,54,MUHAMMED MİR BİLGİN,1.53.08,5.9,12,4,37
3,1,3y,m,60,MUHAMMED MİR BİLGİN,2.06.22,2.35,30,1,53
3,2,3y,m,57,MUSTAFA ÇİÇEK,2.06.28,2.55,21,3,47
3,3,3y,m,59,NEVZAT AVCİ,2.06.82,3.6,27,2,52
3,4,3y,m,57,GÖKHAN GÖKÇE,2.07.67,7.5,13,4,47
3,5,3y,m,53,ALİ YILDIZ,2.07.86,8.9,9,5,40
4,1,4y,m,58,MUHAMMED MİR BİLGİN,1.51.03,13.2,6,5,71
4,2,4y,m,58,ALİ YILDIZ,1.51.87,17.0,4,6,68
4,3,4y,m,58,MUSTAFA ÇİÇEK,1.52.14,10.0,7,4,66
4,4,4y,m,58,NEVZAT AVCİ,1.52.19,3.3,20,2,84
4,5,4y,m,58,ONUR YILDIZ,1.52.36,7.65,10,3,92
4,6,4y,m,58,TOLGA YILDIZ,1.54.89,1.5,53,1,95
5,1,10y,m,59,KADİR TOKAÇOĞLU,2.17.10,1.2,69,1,100
5,2,9y,m,57,MERTCAN ÇELİK,2.18.84,6.75,11,2,84
5,3,8y,m,56,ALİCAN İNCİ,2.18.93,21.65,2,5,41
5,4,5y,m,59,ALİ YILDIZ,2.19.13,6.25,11,3,76
5,5,5y,m,59,NEVZAT AVCİ,2.20.85,7.55,5,4,51
5,6,5y,m,56,BEKİR MERT MIRIK,2.23.13,23.9,2,6,63
6,1,4y,m,55,ALİ YILDIZ,2.10.88,9.8,9,6,49
6,2,4y,m,58,MUSTAFA ÇİÇEK,2.11.32,6.7,17,2,65
6,3,4y,m,56,MERTCAN ÇELİK,2.11.40,7.7,8,7,59
6,4,4y,m,61,NEVZAT AVCİ,2.11.73,4.6,15,3,63
6,5,4y,m,58,ERHAN AKTUĞ,2.12.03,3.65,18,1,71
6,6,5y,m,55,MÜRSEL KAYİŞ,2.12.52,4.45,13,5,65
6,7,6y,m,60,MERTCAN AKIN,2.18.47,6.75,14,4,68
6,8,6y,m,60,TOLGA YILDIZ,2.21.01,15.45,4,8,71
6,9,4y,m,55,HALİL KAPLAN,2.21.94,34.5,2,9,17
1,1,4y,m,50,İSMAİL DİNAR,2.12.18,5.6,0,0,32
1,2,5y,m,61,AKIN SÖZEN,2.12.20,4.6,0,0,57
1,3,4y,m,59,VEDAT ABİŞ,2.12.29,1.55,0,0,58
1,4,4y,m,52,GÖKHAN YILDIZ,2.12.59,19.8,0,0,43
1,5,6y,m,63,VELAT DEMİR,2.12.78,16.15,0,0,61
1,6,6y,m,61,UĞUR TEMUR,2.12.83,23.75,0,0,58
1,7,4y,m,50,ERKAN TUNÇ,2.17.62,38.05,0,0,26
1,8,5y,m,52,SERKAN YILDIZ,2.18.44,32.5,0,0,40
1,9,4y,f,57,BURAK AKÇAY,2.18.95,16.75,0,0,54
1,10,5y,m,60,HALİL YOLAÇICI,2.25.74,28.5,0,0,60
2,1,4y,m,60,VEDAT ABİŞ,2.28.30,1.65,0,0,51
2,2,4y,m,58,İSMAİL YILDIRIM,2.28.71,7.25,0,0,48
2,3,4y,m,57,EREN DURSUN ÖKTEN,2.30.12,2.85,0,0,41
2,4,4y,m,59,SERKAN YILDIZ,2.30.17,5.4,0,0,49
2,5,4y,m,58,UĞUR TEMUR,2.33.86,2.85,0,0,38
2,6,4y,f,54,GÖKHAN YILDIZ,2.34.06,36.0,0,0,34
2,7,4y,m,54,EMİRCAN AVŞAR,2.35.43,33.1,0,0,34
3,1,3y,m,58,VEDAT ABİŞ,2.13.99,2.15,37,2,59
3,2,3y,m,58,MEHMET SALİH ÇELİK,2.14.00,1.65,39,1,47
3,3,3y,f,52,ÇAĞLAR TAŞCI,2.15.09,20.45,5,4,47
3,4,3y,f,52,GÖKHAN YILDIZ,2.15.22,11.4,9,3,34
3,5,3y,m,58,CANER TEPE,2.18.25,19.8,4,5,40
3,6,3y,f,54,NURETTİN ŞEN,2.20.08,32.25,1,7,32
3,7,3y,f,56,UĞUR TEMUR,2.20.50,30.55,3,6,40
3,8,3y,f,54,SERKAN YILDIZ,2.23.90,48.4,1,8,37
4,1,4y,f,54,SERKAN YILDIZ,1.41.31,5.3,16,3,33
4,2,4y,m,58,GÖKHAN YILDIZ,1.41.90,3.5,18,2,34
4,3,4y,m,58,ERKAN TUNÇ,1.43.49,28.45,4,8,0
4,4,4y,f,52,EREN DURSUN ÖKTEN,1.44.08,10.0,10,5,30
4,5,4y,m,58,MAHSUN DEMİRBAŞ,1.44.25,5.1,4,1,16
4,6,4y,m,58,MEHMET SALİH ÇELİK,1.44.68,2.95,16,4,26
4,7,4y,f,52,MELİH TAŞKIN,1.44.83,95.8,1,10,12
4,8,4y,f,52,EMİRCAN AVŞAR,1.45.46,17.95,6,7,21
4,9,4y,f,56,SERCAN TIRPAN,1.46.25,10.75,7,6,18
4,10,4y,m,54,MEHMET PARLAK,1.48.12,30.65,2,9,17
4,11,4y,m,58,GÖRKEM ÖZÇELİK,1.48.32,5.1,16,1,37
5,1,4y,m,58,AKIN SÖZEN,1.28.54,1.4,62,1,97
5,2,7y,m,59,AYHAN KURŞUN,1.28.91,4.25,13,3,93
5,3,4y,m,58,VEDAT ABİŞ,1.29.37,4.85,14,2,85
5,4,4y,m,58,AHMET ÇELİK,1.29.50,14.5,3,4,64
5,5,5y,m,59,FATİH RÜSTEM BEBEK,1.29.72,36.55,2,7,66
5,6,6y,m,59,UĞUR TEMUR,1.29.75,36.75,3,5,86
5,7,4y,m,58,MEHMET SALİH ÇELİK,1.30.96,23.8,1,8,78
5,8,4y,m,58,MAHSUN DEMİRBAŞ,1.33.93,30.65,2,6,62
6,1,7y,m,61,AYHAN KURŞUN,2.26.24,2.95,28,2,97
6,2,7y,m,61,UĞUR TEMUR,2.26.37,24.45,3,6,88
6,3,5y,m,61,GÖRKEM ÖZÇELİK,2.26.38,2.4,19,3,98
6,4,5y,m,61,MEHMET SALİH ÇELİK,2.26.81,13.7,4,5,94
6,5,8y,m,61,FATİH RÜSTEM BEBEK,2.27.06,16.45,6,4,82
6,6,5y,m,61,AHMET ÇELİK,2.27.39,2.55,38,1,97
6,7,4y,m,57,SERKAN YILDIZ,2.36.21,2.55,1,1,49
6,8,6y,m,61,MAHSUN DEMİRBAŞ,Derecesiz,43.0,1,7,68
7,1,4y,m,58,VEDAT ABİŞ,1.41.42,4.45,23,1,31
7,2,4y,f,56,CANER TEPE,1.43.02,8.25,11,5,30
7,3,4y,m,58,İSMAİL DİNAR,1.44.35,4.85,17,2,30
7,4,4y,m,58,AHMET ÇELİK,1.44.81,4.9,16,4,32
7,5,4y,m,58,MAHSUN DEMİRBAŞ,1.45.40,37.0,1,9,16
7,6,4y,m,58,NURETTİN ŞEN,1.45.59,26.45,1,8,14
7,7,4y,f,52,EMİRCAN AVŞAR,1.45.72,43.9,1,10,25
7,8,4y,m,58,UĞUR TEMUR,1.47.68,2.8,17,3,0
7,9,4y,m,54,MELİH TAŞKIN,1.50.54,29.3,2,7,25
7,10,4y,f,56,GÖRKEM ÖZÇELİK,1.52.45,9.45,9,6,27
8,1,6y,f,59,FATİH RÜSTEM BEBEK,1.35.80,,12,4,37
8,2,4y,f,60,İSMAİL YILDIRIM,1.36.07,6.8,17,1,47
8,3,5y,f,63,GÖKHAN YILDIZ,1.36.34,9.85,9,6,44
8,4,4y,f,59,MEHMET SALİH ÇELİK,1.36.36,4.0,16,2,41
8,5,4y,f,60,MAHSUN DEMİRBAŞ,1.36.51,9.05,12,3,44
8,6,4y,f,58,UĞUR TEMUR,1.37.21,14.15,5,9,40
8,7,4y,f,53,EMİRCAN AVŞAR,1.37.43,33.9,2,11,30
8,8,6y,f,59,BURAK AKÇAY,1.38.24,5.8,11,5,37
8,9,5y,f,52,ERKAN TUNÇ,1.38.26,42.75,1,13,22
8,10,4y,f,56,VELAT DEMİR,1.38.71,15.65,5,8,36
8,11,5y,f,53,HALİL YOLAÇICI,1.40.86,26.9,1,12,28
8,12,5y,f,54,SERKAN YILDIZ,1.41.74,24.3,2,10,28
8,13,8y,f,60,HALİL POLAT,1.42.05,10.6,7,7,39
8,14,6y,f,50,EREN DURSUN ÖKTEN,1.43.82,57.4,0,14,14
1,1,4y,f,54,MEHMET KIYAK,2.12.26,2.35,24,3,77
1,2,4y,f,54,ŞEYHMUS GEZGİNCİ,2.13.16,13.35,5,6,75
1,3,5y,f,56,ÖZGÜR ORDU,2.14.03,3.85,30,1,78
1,4,4y,f,54,FATİH SULTAN MEHMET SANSAR,2.14.14,2.45,26,2,65
1,5,5y,f,56,OSMAN AÇAR,2.16.05,27.5,1,7,42
1,6,4y,f,54,MURAT AKDAĞ,2.17.72,21.1,5,5,62
1,7,6y,f,56,MENNAN BAL,2.19.67,10.1,7,4,82
2,1,7y,f,55,MÜSLÜM ÇELİK,2.04.99,2.0,38,1,70
2,2,4y,m,56,VELAT DEMİR,2.05.78,26.9,3,6,63
2,3,4y,m,54,MERT GÖKALP ARSLAN,2.06.10,19.9,3,7,38
2,4,4y,f,56,MERT ALİ SOLMAZ,2.06.34,4.35,17,3,64
2,5,5y,f,57,MEHMET AKYAVUZ,2.07.78,10.3,8,4,72
2,6,4y,f,56,FATİH SULTAN MEHMET SANSAR,2.08.46,14.8,4,5,45
2,7,8y,m,58,AHMET ÇELİK,2.08.69,3.05,26,2,81
2,8,4y,m,58,MEHMET SALİH ÇELİK,2.16.87,33.9,2,8,32
3,1,7y,m,56,SADETTİN BOYRAZ,2.16.50,2.65,29,2,94
3,2,6y,m,56,MEHMET SALİH ÇELİK,2.16.82,2.5,34,1,90
3,3,10y,m,56,MEHMET AKYAVUZ,2.17.06,2.7,26,3,101
3,4,6y,m,54,MEHMET NURİ SUNKAR,2.18.58,17.85,3,5,88
3,5,8y,m,56,ERCAN ÇANKAYA,2.19.59,6.85,9,4,77
4,1,6y,f,58,FATİH SULTAN MEHMET SANSAR,1.32.59,11.8,10,4,58
4,2,5y,f,61,MEHMET NURİ SUNKAR,1.32.75,3.0,24,1,61
4,3,7y,f,56,MEHMET SALİH ÇELİK,1.33.60,3.9,18,3,49
4,4,8y,f,60,SAMİ KAPLAN,1.33.61,5.4,9,5,56
4,5,5y,f,56,MÜSLÜM ÇELİK,1.33.63,5.3,19,2,49
4,6,8y,f,63,YUSUF CENGİZ,1.33.82,13.25,5,7,62
4,7,5y,f,50,MURAT AKDAĞ,1.35.38,15.3,3,9,35
4,8,5y,f,50,MERT ALİ SOLMAZ,1.37.09,18.4,4,8,35
4,9,6y,f,56,MEHMET KIYAK,1.39.74,30.9,3,10,55
4,10,5y,f,56,NİZAMETTİN DEMİR,1.40.86,15.65,6,6,48
5,1,3y,f,58,MERT ALİ SOLMAZ,1.29.95,9.0,6,6,0
5,2,3y,f,58,AYHAN KURŞUN,1.30.29,6.25,15,3,36
5,3,3y,f,58,MÜSLÜM ÇELİK,1.30.45,3.5,20,2,37
5,4,3y,f,58,ERCAN ÇANKAYA,1.31.00,6.25,4,3,22
5,5,3y,f,58,AHMET ÇELİK,1.31.26,3.25,25,1,32
5,6,3y,f,54,MEHMET KIYAK,1.32.93,21.45,2,9,18
5,7,3y,f,56,MEHMET NURİ SUNKAR,1.33.31,4.6,14,4,37
5,8,3y,f,58,MEHMET KESKİN,1.34.91,14.95,2,8,0
5,9,3y,f,58,MEHMET AKYAVUZ,1.36.67,10.8,8,5,34
5,10,3y,f,58,ERAY ÇİZİK,1.37.27,24.4,3,7,0
5,11,3y,f,54,RAMAZAN BAYRAM,1.40.94,84.6,1,10,12
6,1,3y,m,55,AHMET ÇELİK,1.21.67,1.7,48,1,57
6,2,3y,m,54,MÜSLÜM ÇELİK,1.21.73,2.5,26,2,89
6,3,3y,m,54,AYHAN KURŞUN,1.22.49,5.25,14,3,74
6,4,3y,m,55,MEHMET AKYAVUZ,1.22.67,7.25,11,4,58
6,5,3y,f,52,MUSTAFA KEMAL KUMBASAR,1.30.59,25.8,1,5,0
7,1,3y,m,56,MEHMET AKYAVUZ,2.04.81,3.05,24,2,42
7,2,3y,m,53,MEHMET KIYAK,2.04.86,5.0,16,3,42
7,3,3y,m,56,MÜSLÜM ÇELİK,2.07.17,2.25,38,1,43
7,4,3y,f,54,NİZAMETTİN DEMİR,2.07.69,13.0,5,6,39
7,5,3y,m,58,MUHAMMET ÖZDEMİR,2.08.43,6.25,8,4,50
7,6,3y,m,54,FURKAN ÇETİN,2.09.83,17.4,3,7,41
7,7,3y,m,50,MERT ALİ SOLMAZ,2.19.19,13.15,6,5,30
8,1,4y,m,54,FATİH SULTAN MEHMET SANSAR,2.16.78,3.2,26,2,53
8,2,4y,m,58,AYHAN KURŞUN,2.16.87,2.2,32,1,45
8,3,4y,m,58,MUSTAFA KEMAL KUMBASAR,2.17.36,5.85,12,3,42
8,4,4y,m,58,ERCAN ÇANKAYA,2.17.93,7.0,8,5,55
8,5,4y,m,58,ERAY ÇİZİK,2.18.51,20.1,3,7,39
8,6,4y,m,58,MEHMET AKYAVUZ,2.20.44,15.0,9,4,50
8,7,4y,f,54,MERT GÖKALP ARSLAN,2.22.37,53.2,1,9,35
8,8,4y,f,57,MEHMET NURİ SUNKAR,2.27.25,12.45,8,6,61
8,9,4y,m,55,SADETTİN BOYRAZ,2.37.17,23.55,2,8,36
9,1,3y,f,58,AYHAN KURŞUN,1.29.57,2.65,40,1,35
9,2,3y,f,58,MEHMET SALİH ÇELİK,1.31.35,7.75,7,4,35
9,3,3y,f,58,MERT ALİ SOLMAZ,1.32.15,22.0,2,6,0
9,4,3y,f,58,AHMET ÇELİK,1.32.49,7.25,11,3,0
9,5,3y,f,58,MUSTAFA KEMAL KUMBASAR,1.33.18,86.75,0,11,16
9,6,3y,f,56,MEHMET NURİ SUNKAR,1.33.96,10.5,6,5,34
9,7,3y,f,55,FURKAN ÇETİN,1.34.30,54.4,1,9,0
9,8,3y,f,54,FATİH SULTAN MEHMET SANSAR,1.34.50,35.1,1,8,0
9,9,3y,f,54,MURAT AKDAĞ,1.36.48,53.1,1,10,0
9,10,3y,f,54,ÖZGÜR ORDU,1.36.54,104.6,0,12,11
9,11,3y,f,58,BURHAN KILINÇ,1.39.12,32.7,1,7,0
9,12,3y,f,58,MEHMET AKYAVUZ,Derecesiz,2.25,30,2,42
1,1,3y,m,58,MEHMET KAYA,1.25.74,4.05,0,0,54
1,2,3y,m,60,MUSTAFA ÇİÇEK,1.25.80,5.15,0,0,58
1,3,3y,m,59,HIŞMAN ÇİZİK,1.25.85,2.95,0,0,57
1,4,3y,m,53,VEDAT ABİŞ,1.26.07,2.0,0,0,45
1,5,3y,f,55,NEVZAT AVCİ,1.26.11,17.15,0,0,48
2,1,3y,m,58,İLKER SOYAD,1.13.23,3.75,0,0,42
2,2,3y,m,58,MEHMET KAYA,1.13.41,1.9,0,0,0
2,3,3y,m,58,VEDAT ABİŞ,1.13.96,3.6,0,0,0
2,4,3y,f,56,SELÇUK AKBULAT,1.14.40,57.55,0,0,0
2,5,3y,m,58,ALİ YILDIZ,1.14.86,14.55,0,0,0
2,6,3y,f,56,ERHAN AKTUĞ,1.15.07,17.45,0,0,0
2,7,3y,m,58,DENİZ YILDIZ,1.15.31,9.35,0,0,32
2,8,3y,m,53,EFE KORKMAZ,1.21.20,54.0,0,0,0
3,1,4y,m,58,VEDAT ABİŞ,2.18.87,2.1,30,1,76
3,2,6y,m,60,ADEM CEYLAN,2.19.61,9.35,12,3,79
3,3,5y,m,53,HAKAN YILDIZ,2.19.62,17.95,4,7,60
3,4,8y,f,62,MEHMET KAYA,2.19.67,11.15,8,5,77
3,5,7y,m,58,HALİL KAPLAN,2.19.70,2.55,30,2,69
3,6,8y,m,60,ALİ YILDIZ,2.21.07,16.35,7,6,74
3,7,6y,m,55,HIŞMAN ÇİZİK,2.24.09,7.25,8,4,64
3,8,5y,f,57,BERKAN ÇIĞLA,2.26.93,31.2,2,8,70
4,1,4y,f,52,GÖRKEM ÖZÇELİK,2.13.17,4.8,15,3,48
4,2,4y,f,54,ALİ YILDIZ,2.13.56,2.45,21,1,52
4,3,4y,f,57,ERHAN AKTUĞ,2.13.77,10.0,9,5,57
4,4,4y,f,54,VEDAT ABİŞ,2.13.99,7.75,16,2,51
4,5,6y,f,60,ADEM CEYLAN,2.14.00,16.2,6,7,65
4,6,5y,f,51,SEZER ÇELİK,2.14.17,26.45,2,10,42
