race_no,result,horse_age,horse_sex,jockey_weight,jockey_name,horse_race_degree,horse_win_value,horse_psf_rate,horse_psf_rank,horse_rate
6,1,3y,f,56,UĞUR TEMUR,1.25.71,8.05,11,3,35
6,2,3y,f,56,FATİH RÜSTEM BEBEK,1.25.88,3.25,35,1,35
6,3,3y,f,56,ONUR ATMACA,1.26.23,30.5,2,9,31
6,4,3y,f,56,ERHAN AKTUĞ,1.26.33,16.3,4,6,30
6,5,3y,f,54,SERKAN YILDIZ,1.26.49,27.75,3,7,29
6,6,3y,m,58,ERCAN ÇANKAYA,1.26.63,2.1,27,2,36
6,7,3y,m,58,SERCAN TIRPAN,1.27.87,20.95,1,8,18
6,8,3y,m,58,GÖRKEM ÖZÇELİK,1.27.95,6.5,9,4,31
6,9,3y,m,58,İSMAİL DİNAR,1.29.94,20.95,1,8,29
6,10,3y,m,55,İSMAİL YILDIRIM,1.30.14,9.3,7,5,30
7,1,4y,m,50,İSMAİL DİNAR,1.15.43,78.65,1,12,12
7,2,4y,m,58,SADIK ALTAY,1.15.55,3.3,18,1,50
7,3,4y,m,63,MERTCAN ÇELİK,1.15.74,5.55,13,3,55
7,4,4y,f,60,ERCAN ÇANKAYA,1.15.87,5.8,17,2,49
7,5,5y,m,50,ONUR ATMACA,1.15.96,30.95,2,11,28
7,6,4y,m,55,SERCAN TIRPAN,1.16.02,17.25,6,8,39
7,7,4y,m,56,MAHSUN DEMİRBAŞ,1.16.30,4.65,9,5,41
7,8,5y,f,59,İSMAİL YILDIRIM,1.16.75,13.55,7,7,49
7,9,5y,m,61,FATİH RÜSTEM BEBEK,1.17.47,10.0,8,6,50
7,10,4y,m,50,ERKAN TUNÇ,1.18.43,24.45,3,9,24
7,11,4y,m,56,SİNAN ÖZEN,1.20.26,23.3,3,10,42
7,12,4y,m,62,SERKAN YILDIZ,1.21.07,9.35,12,4,55
8,1,3y,m,58,VEDAT ABİŞ,1.26.76,3.0,26,2,0
8,2,3y,m,58,UĞUR TEMUR,1.27.09,8.95,6,4,0
8,3,3y,f,56,İSMAİL DİNAR,1.27.21,20.6,2,6,30
8,4,3y,f,54,SERKAN YILDIZ,1.27.80,1.8,50,1,37
8,5,3y,m,58,ERHAN AKTUĞ,1.28.19,13.75,6,3,32
8,6,3y,f,56,VELAT DEMİR,1.28.20,26.35,1,7,29
8,7,3y,m,58,FATİH RÜSTEM BEBEK,1.28.74,9.4,4,5,33
8,8,3y,m,58,NİHAT BAYDAN,1.31.16,30.55,1,9,0
8,9,3y,f,56,SERCAN TIRPAN,1.33.46,39.55,1,10,0
8,10,3y,f,56,ERKAN TUNÇ,1.33.50,38.7,1,8,0
9,1,4y,m,58,AKIN SÖZEN,2.10.01,1.6,55,1,93
9,2,5y,f,55,MÜSLÜM ÇELİK,2.10.43,12.05,4,5,72
9,3,6y,m,57,VEDAT ABİŞ,2.10.67,4.15,18,2,93
9,4,5y,m,57,ERCAN ÇANKAYA,2.10.77,4.15,2,2,83
9,5,4y,m,55,MEHMET SALİH ÇELİK,2.11.09,36.85,1,7,59
9,6,4y,m,55,ERHAN AKTUĞ,2.11.18,9.45,8,3,65
9,7,4y,m,55,GÖKHAN YILDIZ,2.11.33,46.45,1,9,61
9,8,4y,m,55,İSMAİL YILDIRIM,2.11.36,20.0,3,6,60
9,9,5y,m,57,İSMAİL DİNAR,2.11.51,65.1,0,12,40
9,10,4y,m,53,SERKAN YILDIZ,2.12.54,77.75,0,13,0
9,11,4y,m,55,UĞUR TEMUR,2.12.60,39.95,1,11,0
9,12,5y,m,57,NURETTİN ŞEN,2.12.62,34.15,1,8,67
9,13,4y,m,55,GÖRKEM ÖZÇELİK,2.13.01,10.7,6,4,55
9,14,4y,m,55,VELAT DEMİR,Derecesiz,54.55,1,10,66
1,1,4y,m,58,MAHSUN TURAN,2.21.06,4.35,20,2,35
1,2,4y,m,61,İSA AKYAVUZ,2.21.47,1.45,44,1,36
1,3,4y,m,54,FATİH SULTAN MEHMET SANSAR,2.22.75,24.4,6,6,15
1,4,4y,m,55,MUHAMMET ÖZDEMİR,2.22.91,12.05,8,5,25
1,5,4y,m,54,MURAT AKDAĞ,2.23.45,20.2,3,7,26
1,6,4y,m,58,MEHMET SALİH ÇELİK,2.30.01,10.55,10,3,0
1,7,4y,m,58,MERT GÖKALP ARSLAN,2.35.16,6.4,8,4,0
2,1,5y,f,56,İSA AKYAVUZ,2.23.86,4.55,16,3,84
2,2,7y,f,55,VEDAT ABİŞ,2.24.61,2.0,37,1,97
2,3,5y,f,55,MEHMET AKYAVUZ,2.24.68,2.6,26,2,82
2,4,5y,f,55,MÜSLÜM ÇELİK,2.26.40,8.85,12,4,72
2,5,5y,f,51,FATİH SULTAN MEHMET SANSAR,2.27.41,37.5,1,7,64
2,6,6y,f,57,HIŞMAN ÇİZİK,2.32.18,12.95,6,5,58
2,7,8y,f,53,EMRE AKKILIÇ,2.34.14,44.4,2,6,56
3,1,4y,m,58,ERCAN ÇANKAYA,2.19.74,2.05,28,1,34
3,2,4y,m,58,İSA AKYAVUZ,2.20.09,3.05,22,3,30
3,3,4y,m,58,MERT GÖKALP ARSLAN,2.22.01,11.65,9,5,29
3,4,4y,m,58,HIŞMAN ÇİZİK,2.22.06,6.3,14,4,26
3,5,4y,m,60,FESİH ÇETİNBAŞ,2.22.76,4.35,23,2,36
3,6,4y,m,56,EMRE AKKILIÇ,2.23.26,42.1,2,7,0
3,7,4y,m,58,ERAY ÇİZİK,2.32.90,35.8,2,6,22
4,1,4y,m,54,MÜSLÜM ÇELİK,2.15.93,5.5,10,5,69
4,2,4y,m,56,MEHMET AKYAVUZ,2.16.24,2.75,22,1,73
4,3,4y,m,50,MERT ALİ SOLMAZ,2.16.98,3.75,16,4,59
4,4,5y,m,57,VEDAT ABİŞ,2.17.93,4.15,17,2,72
4,5,4y,m,53,NİZAMETTİN DEMİR,2.18.51,17.75,4,8,67
4,6,4y,m,55,AYHAN KURŞUN,2.19.45,6.4,9,6,71
4,7,8y,m,61,FESİH ÇETİNBAŞ,2.20.08,13.8,5,7,83
5,1,8y,m,57,HIŞMAN ÇİZİK,1.22.99,2.95,29,1,75
5,2,6y,m,58,MEHMET SALİH ÇELİK,1.23.19,3.45,19,2,90
5,3,5y,m,60,SAMİ KAPLAN,1.23.27,22.15,3,8,70
5,4,7y,m,56,MENDERES AVŞAR,1.23.48,5.1,15,4,70
5,5,9y,m,53,NİZAMETTİN DEMİR,1.23.65,18.3,4,7,66
5,6,5y,m,55,İSA AKYAVUZ,1.23.90,5.15,15,3,50
5,7,5y,m,54,FURKAN ÇETİN,1.26.02,36.05,2,10,44
5,8,8y,m,56,MEHMET AKYAVUZ,1.26.23,11.0,6,5,70
5,9,5y,m,54,MUHAMMET ÖZDEMİR,1.26.88,53.8,1,11,34
5,10,6y,m,55,MEHMET NURİ SUNKAR,1.33.53,16.25,5,6,72
5,11,6y,f,57,MUSTAFA KEMAL KUMBASAR,1.36.53,45.05,2,9,55
6,1,4y,m,58,MEHMET AKYAVUZ,1.35.62,3.9,14,4,82
6,2,4y,f,56,MÜSLÜM ÇELİK,1.35.73,4.35,26,2,87
6,3,4y,m,58,HIŞMAN ÇİZİK,1.37.45,2.7,21,3,84
6,4,4y,m,58,VEDAT ABİŞ,1.37.89,14.05,5,5,51
6,5,4y,m,58,AYHAN KURŞUN,1.38.53,2.55,33,1,108
6,6,4y,m,58,ERCAN ÇANKAYA,1.40.88,39.4,1,6,67
7,1,4y,f,54,MÜSLÜM ÇELİK,1.25.39,1.45,60,1,95
7,2,4y,f,54,AYHAN KURŞUN,1.25.67,4.75,15,2,92
7,3,4y,f,55,MEHMET AKYAVUZ,1.26.89,12.4,6,4,85
7,4,4y,f,54,ÖZCAN YILDIRIM,1.26.90,21.05,3,6,75
7,5,5y,f,55,SADETTİN BOYRAZ,1.27.93,4.95,11,3,97
7,6,5y,f,55,VEDAT ABİŞ,1.28.05,9.4,6,5,90
8,1,3y,m,50,FATİH SULTAN MEHMET SANSAR,2.02.93,27.7,3,6,42
8,2,3y,f,54,ÖZCAN YILDIRIM,2.03.23,3.0,19,3,65
8,3,3y,m,54,VEDAT ABİŞ,2.03.35,6.1,13,4,53
8,4,3y,m,55,MEHMET AKYAVUZ,2.03.71,3.1,26,2,58
8,5,3y,m,54,MEHMET SALİH ÇELİK,2.05.08,9.05,6,5,51
8,6,3y,m,54,MÜSLÜM ÇELİK,2.06.10,2.65,33,1,74
9,1,7y,m,63,İSA AKYAVUZ,1.36.57,11.65,5,6,71
9,2,5y,f,56,ERAY ÇİZİK,1.36.60,7.8,11,5,58
9,3,9y,m,56,EMRE AKKILIÇ,1.37.52,29.2,2,12,60
9,4,5y,m,56,HIŞMAN ÇİZİK,1.37.54,6.45,12,4,57
9,5,7y,m,56,SADETTİN BOYRAZ,1.37.81,3.4,16,2,57
9,6,9y,m,58,ERCAN ÇANKAYA,1.38.11,28.2,3,10,61
9,7,5y,m,61,FESİH ÇETİNBAŞ,1.38.86,20.7,3,9,71
9,8,5y,m,50,MURAT AKDAĞ,1.38.98,40.05,2,11,41
9,9,5y,m,59,VEDAT ABİŞ,1.39.78,3.65,22,1,64
9,10,5y,m,59,MEHMET NURİ SUNKAR,1.39.88,17.85,5,8,67
9,11,5y,f,52,MÜSLÜM ÇELİK,1.43.01,7.2,15,3,49
9,12,6y,m,50,MERT ALİ SOLMAZ,Derecesiz,15.65,5,7,38
1,1,3y,f,56,AHMET ÇELİK,1.25.42,1.8,35,1,42
1,2,3y,f,57,NEVZAT AVCİ,1.26.13,17.3,3,7,45
1,3,3y,f,55,FATİH RÜSTEM BEBEK,1.26.18,8.55,10,5,41
1,4,3y,f,60,AKIN SÖZEN,1.26.65,4.3,17,2,50
1,5,3y,f,59,MEHMET KAYA,1.26.78,7.0,14,4,48
1,6,3y,f,59,MÜCAHİT BAYIR,1.27.56,7.05,15,3,48
1,7,3y,f,55,MERTCAN ÇELİK,1.28.50,12.75,5,6,40
1,8,3y,f,54,GÖRKEM ÖZÇELİK,1.28.70,58.15,1,8,38
2,1,3y,m,58,AHMET ÇELİK,1.32.07,2.2,40,1,0
2,2,3y,m,58,ERHAN AKTUĞ,1.34.08,15.4,3,5,26
2,3,3y,m,58,GÖRKEM ÖZÇELİK,1.34.43,12.6,4,4,34
2,4,3y,f,56,MUSTAFA ÇİÇEK,1.34.55,2.35,31,2,38
2,5,3y,m,58,HAKAN YILDIZ,1.36.09,36.4,2,8,0
2,6,3y,m,58,MEHMET KAYA,1.36.22,5.35,14,3,0
2,7,3y,m,58,ALİ KAÇMAZ,1.36.85,20.85,2,7,22
2,8,3y,f,56,MERTCAN ÇELİK,1.46.34,37.7,1,9,12
2,9,3y,f,56,İSMAİL YILDIRIM,1.46.52,39.1,1,10,28
3,1,4y,m,55,TOLGA YILDIZ,1.39.75,1.4,64,1,95
3,2,4y,m,54,MERTCAN ÇELİK,1.40.03,8.55,4,4,62
3,3,4y,m,54,MUSTAFA ÇİÇEK,1.40.08,4.35,16,2,70
3,4,4y,m,55,AHMET ÇELİK,1.40.95,4.3,15,3,76
3,5,4y,m,54,NEVZAT AVCİ,1.44.17,17.55,1,5,52
4,1,4y,m,51,ALİ YILDIZ,2.19.43,2.55,25,1,53
4,2,7y,m,61,ONUR YILDIZ,2.19.92,9.55,10,5,67
4,3,6y,m,62,AKIN SÖZEN,2.20.24,4.45,6,3,68
4,4,7y,m,50,SELÇUK AKBULAT,2.20.37,49.5,2,11,40
4,5,5y,m,58,MEHMET KAYA,2.20.41,19.3,5,6,60
4,6,6y,m,58,ADEM CEYLAN,2.20.48,33.35,4,7,67
4,7,6y,m,54,NEVZAT AVCİ,2.23.23,3.85,19,2,53
4,8,5y,m,57,MÜCAHİT BAYIR,2.23.57,27.75,3,9,58
4,9,7y,m,59,ENES BOZDAĞ,2.23.74,4.45,10,3,68
4,10,5y,m,50,ALİ KAÇMAZ,2.24.16,23.1,3,8,45
4,11,6y,m,61,İSMAİL YILDIRIM,2.24.90,17.3,2,10,70
4,12,5y,m,59,AHMET ÇELİK,2.31.34,8.2,11,4,63
5,1,4y,m,56,ONUR YILDIZ,2.19.75,5.0,15,3,41
5,2,4y,m,54,NEVZAT AVCİ,2.19.87,16.0,5,7,37
5,3,4y,m,58,AKIN SÖZEN,2.20.65,3.95,20,1,46
5,4,4y,m,58,ALİ YILDIZ,2.22.05,8.3,12,4,46
5,5,4y,m,55,HAKAN YILDIZ,2.22.36,46.2,2,10,40
5,6,4y,m,53,ERHAN AKTUĞ,2.22.41,25.6,3,8,35
5,7,4y,f,54,AHMET ÇELİK,2.22.52,5.15,11,5,38
5,8,4y,m,60,MERTCAN ÇELİK,2.23.08,9.75,9,6,49
5,9,4y,m,57,MEHMET KAYA,2.23.96,3.7,20,2,43
5,10,4y,m,54,TOLGA YILDIZ,2.24.11,48.8,1,11,38
5,11,4y,f,55,ALİ KAÇMAZ,2.28.60,23.9,3,9,39
5,12,4y,f,53,MURAT KEÇECİ,2.31.40,73.4,1,12,42
6,1,5y,f,56,MUSTAFA ÇİÇEK,1.40.25,1.8,36,1,100
6,2,6y,f,56,GÖRKEM ÖZÇELİK,1.40.71,2.95,20,2,94
6,3,4y,f,54,ALİ YILDIZ,1.40.76,7.4,8,4,78
6,4,8y,f,56,MEHMET KAYA,1.41.23,8.6,7,5,77
6,5,8y,f,56,ONUR YILDIZ,1.41.38,15.2,2,6,88
6,6,5y,f,56,İSMAİL YILDIRIM,1.41.58,2.95,5,2,73
6,7,6y,f,56,AHMET ÇELİK,1.41.65,19.75,4,7,84
6,8,8y,f,56,BERKANT GÖKÇE,1.43.00,35.35,2,9,86
6,9,5y,f,56,NEVZAT AVCİ,1.45.69,15.2,3,6,67
6,10,8y,f,56,TOLGA YILDIZ,1.46.25,22.0,2,8,74
7,1,4y,m,57,MUSTAFA ÇİÇEK,2.05.64,2.9,25,2,74
7,2,5y,f,60,ENES BOZDAĞ,2.05.75,5.6,16,4,81
7,3,4y,f,57,MERTCAN ÇELİK,2.05.76,3.45,21,3,73
7,4,4y,m,50,ALİ YILDIZ,2.05.96,2.6,30,1,59
7,5,4y,f,53,HAKAN YILDIZ,2.05.99,13.65,4,5,65
7,6,7y,f,55,MURAT KEÇECİ,2.08.26,21.25,3,6,72
7,7,4y,f,52,ERHAN AKTUĞ,2.08.27,36.0,2,7,64
8,1,3y,m,58,AKIN SÖZEN,1.33.32,2.5,28,2,27
8,2,3y,f,56,HAKAN YILDIZ,1.33.72,4.55,12,3,24
8,3,3y,f,56,MÜCAHİT BAYIR,1.33.76,2.25,39,1,35
8,4,3y,f,56,ALİ YILDIZ,1.34.58,25.55,3,7,0
8,5,3y,m,58,MERTCAN ÇELİK,1.35.22,20.4,3,6,18
8,6,3y,m,55,BERKANT GÖKÇE,1.35.93,10.1,8,4,25
8,7,3y,f,56,SELÇUK AKBULAT,1.36.32,61.8,1,9,0
8,8,3y,m,58,ERHAN AKTUĞ,1.36.51,20.3,5,5,15
8,9,3y,m,54,GÖKTAN KAYIP,1.48.37,44.1,1,8,0
9,1,5y,f,57,MEHMET KAYA,1.24.50,5.9,12,3,64
9,2,4y,f,56,MERTCAN ÇELİK,1.24.73,7.35,10,5,39
9,3,7y,f,56,GÖRKEM ÖZÇELİK,1.25.09,5.55,17,2,75
9,4,6y,f,56,NEVZAT AVCİ,1.25.38,4.95,13,4,52
9,5,4y,f,57,BERKANT GÖKÇE,1.25.46,2.45,32,1,81
9,6,4y,f,55,FATİH RÜSTEM BEBEK,1.25.54,40.95,1,11,34
9,7,4y,f,55,MUSTAFA MANAV,1.26.16,45.15,1,10,57
9,8,4y,f,55,ERHAN AKTUĞ,1.27.07,15.65,2,8,0
9,9,4y,f,56,AKIN SÖZEN,1.27.28,30.9,3,7,36
9,10,4y,f,56,ALİ YILDIZ,1.28.57,5.9,2,3,43
9,11,4y,f,55,SELÇUK AKBULAT,1.28.62,85.9,0,12,30
9,12,5y,f,56,HAKAN YILDIZ,1.28.88,15.3,5,6,30
9,13,4y,f,59,BERKAN ÇIĞLA,1.31.42,33.8,2,9,40
1,1,4y,f,56,EMRE AKKILIÇ,1.42.89,49.15,0,0,22
1,2,4y,f,58,MÜSLÜM ÇELİK,1.43.28,1.65,0,0,30
1,3,4y,f,58,ERAY ÇİZİK,1.43.44,3.9,0,0,29
1,4,4y,f,55,YUNUS ÇELİKBAŞ,1.44.34,3.05,0,0,29
1,5,4y,f,55,FESİH ÇETİNBAŞ,1.46.15,26.85,0,0,25
1,6,4y,f,54,MURAT AKDAĞ,1.49.43,91.7,0,0,0
1,7,4y,f,54,FATİH SULTAN MEHMET SANSAR,1.55.96,12.45,0,0,23
2,1,3y,m,56,ERCAN ÇANKAYA,1.15.97,7.65,9,4,42
2,2,3y,m,57,AHMET ÇELİK,1.16.24,1.95,32,1,44
2,3,3y,f,54,FATİH SULTAN MEHMET SANSAR,1.16.59,11.9,9,5,45
2,4,3y,m,57,MEHMET SALİH ÇELİK,1.16.93,4.2,18,2,45
2,5,3y,m,52,MEHMET KIYAK,1.17.19,19.95,4,8,41
2,6,3y,m,60,MEHMET AKYAVUZ,1.17.49,6.35,13,3,50
2,7,3y,m,60,İSA AKYAVUZ,1.18.07,12.25,8,6,50
2,8,3y,m,56,SADETTİN BOYRAZ,1.19.59,12.25,6,7,43
3,1,4y,f,57,KADİR DEMİREL,1.15.16,7.15,8,7,54
3,2,6y,f,60,HIŞMAN ÇİZİK,1.15.17,3.7,20,1,56
3,3,4y,f,59,MEHMET AKYAVUZ,1.15.49,6.4,14,4,55
3,4,4y,f,60,FATİH SULTAN MEHMET SANSAR,1.15.59,14.45,9,6,63
3,5,5y,f,61,ERCAN ÇANKAYA,1.16.19,3.95,16,3,57
3,6,5y,f,59,AYHAN KURŞUN,1.16.39,3.55,19,2,53
3,7,5y,f,53,MEHMET KESKİN,1.20.93,6.95,12,5,42
3,8,4y,f,50,MERT ALİ SOLMAZ,1.23.24,38.95,2,8,30
4,1,3y,m,58,MÜSLÜM ÇELİK,1.21.79,4.4,17,3,57
4,2,3y,m,60,AYHAN KURŞUN,1.21.89,2.55,29,2,65
4,3,3y,m,55,AHMET ÇELİK,1.22.52,1.85,41,1,50
4,4,3y,f,56,MEHMET AKYAVUZ,1.23.50,8.75,10,4,58
4,5,3y,m,50,MURAT AKDAĞ,1.26.36,35.5,1,6,27
4,6,3y,m,55,MUSTAFA KEMAL KUMBASAR,1.30.05,24.8,2,5,43
5,1,5y,m,55,ERCAN ÇANKAYA,1.25.75,4.45,15,3,90
5,2,4y,m,54,MEHMET AKYAVUZ,1.26.33,3.35,20,2,92
5,3,4y,m,55,AHMET ÇELİK,1.26.51,1.6,47,1,86
5,4,7y,m,55,MÜSLÜM ÇELİK,1.26.96,10.5,11,4,92
5,5,7y,m,55,İSA AKYAVUZ,1.27.84,9.25,8,5,90
6,1,8y,m,59,HIŞMAN ÇİZİK,1.29.51,2.2,23,3,87
6,2,5y,m,57,UĞUR TEMUR,1.30.41,6.1,11,4,74
6,3,8y,m,62,MEHMET SALİH ÇELİK,1.30.49,4.6,24,2,78
6,4,7y,m,62,İSA AKYAVUZ,1.31.34,3.1,25,1,86
6,5,7y,m,56,NİZAMETTİN DEMİR,1.31.95,21.65,3,6,58
6,6,5y,m,55,FESİH ÇETİNBAŞ,1.37.09,35.05,2,7,41
6,7,8y,m,59,ERCAN ÇANKAYA,1.37.58,9.05,6,5,65
7,1,4y,f,58,MEHMET SALİH ÇELİK,1.40.80,2.2,26,2,30
7,2,4y,f,58,MEHMET KESKİN,1.41.66,3.1,37,1,34
7,3,4y,f,58,ERCAN ÇANKAYA,1.42.85,5.55,15,3,31
7,4,4y,f,58,MEHMET AKYAVUZ,1.44.55,5.3,9,4,30
7,5,4y,f,58,MERT GÖKALP ARSLAN,1.46.32,8.45,6,5,20
7,6,4y,f,58,MERT ALİ SOLMAZ,1.49.27,13.45,5,6,31
1,1,4y,m,57,İBRAHİM SEFA SÖĞÜT,2.20.71,1.85,35,1,49
1,2,4y,m,55,MUSTAFA ÇİÇEK,2.21.16,2.3,24,2,39
1,3,4y,m,55,ERHAN AKTUĞ,2.21.67,5.25,13,3,39
1,4,4y,m,54,ALİ YILDIZ,2.21.73,16.4,3,5,38
1,5,4y,m,51,MERT UYAR,2.21.94,37.25,1,6,31
1,6,4y,m,52,ALİCAN İNCİ,2.30.17,10.85,4,4,34
2,1,5y,m,56,MUHAMMED MİR BİLGİN,2.03.20,4.8,15,3,92
2,2,5y,m,56,VEDAT ABİŞ,2.03.39,1.5,51,1,92
2,3,5y,m,56,ÖZCAN YILDIRIM,2.04.30,3.65,23,2,89
2,4,4y,f,52,NEVZAT AVCİ,2.05.36,9.2,7,4,84
2,5,4y,m,54,ERHAN AKTUĞ,2.05.42,63.05,0,7,42
2,6,6y,m,56,BEKİR MERT MIRIK,2.07.48,19.25,3,5,75
2,7,7y,m,52,İBRAHİM SEFA SÖĞÜT,2.13.94,48.1,1,6,65
3,1,5y,f,56,İBRAHİM SEFA SÖĞÜT,2.19.79,2.85,19,3,55
3,2,5y,f,60,MUSTAFA ÇİÇEK,2.20.52,4.3,19,2,58
3,3,6y,f,56,NEVZAT AVCİ,2.20.93,3.3,23,1,49
3,4,5y,f,62,KADİR TOKAÇOĞLU,2.21.06,5.85,11,5,62
3,5,6y,f,60,BERKANT GÖKÇE,2.21.13,5.7,15,4,63
3,6,6y,f,60,MUHAMMED MİR BİLGİN,2.22.11,5.85,4,5,57
3,7,7y,f,62,BEKİR MERT MIRIK,2.22.20,14.3,6,6,62
3,8,7y,f,55,ERHAN AKTUĞ,2.22.98,24.25,3,7,47
4,1,5y,m,59,VEDAT ABİŞ,1.27.87,5.05,15,2,75
4,2,4y,m,55,HALİT GÖKÇE,1.27.95,9.25,10,6,76
4,3,4y,m,51,ALİ YILDIZ,1.28.24,3.25,13,5,61
4,4,4y,m,55,NEVZAT AVCİ,1.28.28,7.5,13,4,70
4,5,5y,m,57,MUHAMMED MİR BİLGİN,1.28.51,13.3,6,8,72
4,6,6y,m,60,ONUR YILDIZ,1.28.63,9.5,8,7,77
4,7,4y,m,62,ÖZCAN YILDIRIM,1.29.07,6.7,16,1,83
4,8,6y,m,61,MÜRSEL KAYİŞ,1.29.47,4.45,15,3,83
4,9,5y,m,58,İBRAHİM SEFA SÖĞÜT,1.29.51,24.95,4,9,79
5,1,3y,f,56,FEYZULLAH AVCI,1.30.43,19.5,3,7,0
5,2,3y,m,58,NEVZAT AVCİ,1.30.49,6.8,13,2,0
5,3,3y,m,58,VEDAT ABİŞ,1.30.98,1.9,42,1,0
5,4,3y,f,56,ERHAN AKTUĞ,1.32.79,21.0,2,8,0
5,5,3y,f,56,KADİR TOKAÇOĞLU,1.33.05,8.0,8,4,0
5,6,3y,m,58,HÜSEYİN ŞİMŞEK,1.33.31,11.3,6,5,0
5,7,3y,m,58,MEHMET GÖNÜLTAŞ,1.33.35,36.55,1,10,0
5,8,3y,f,56,ALİCAN İNCİ,1.35.61,29.2,2,9,0
5,9,3y,f,56,MERT UYAR,1.35.64,38.4,1,11,0
5,10,3y,f,56,GÖKHAN GÖKÇE,1.40.27,14.45,4,6,0
5,11,3y,m,58,MUSTAFA ÇİÇEK,1.49.76,5.6,12,3,0
6,1,7y,m,55,ÖZCAN YILDIRIM,2.16.01,2.55,41,1,94
6,2,5y,m,55,KADİR TOKAÇOĞLU,2.16.02,2.2,33,2,90
6,3,6y,m,55,ALİCAN İNCİ,2.17.42,11.45,3,7,88
6,4,7y,m,55,ONUR YILDIZ,2.17.45,11.85,4,5,82
6,5,8y,m,55,NEVZAT AVCİ,2.17.88,12.8,4,6,82
6,6,5y,m,55,HÜSEYİN ŞİMŞEK,2.19.72,15.15,5,4,75
6,7,6y,m,55,VEDAT ABİŞ,2.20.23,6.55,8,3,66
6,8,5y,m,55,MERTCAN ÇELİK,2.24.54,32.2,1,8,70
7,1,3y,m,54,VEDAT ABİŞ,1.14.17,2.65,42,1,52
7,2,3y,m,54,MUSTAFA ÇİÇEK,1.14.50,1.8,37,2,51
7,3,3y,f,53,MUHAMMED MİR BİLGİN,1.15.13,23.55,2,6,56
7,4,3y,f,55,BEKİR MERT MIRIK,1.15.45,6.25,7,4,53
7,5,3y,m,54,MERTCAN ÇELİK,1.15.79,6.55,10,3,60
7,6,3y,m,52,İBRAHİM SEFA SÖĞÜT,1.17.12,19.15,2,5,53
8,1,4y,m,59,NEVZAT AVCİ,1.23.23,8.9,7,7,42
8,2,4y,m,53,METE GÖL,1.23.47,13.85,2,9,37
8,3,5y,m,60,KADİR TOKAÇOĞLU,1.23.94,3.7,15,3,41
8,4,5y,m,58,İBRAHİM SEFA SÖĞÜT,1.24.32,8.85,12,4,43
8,5,5y,f,60,MERT UYAR,1.24.67,3.9,26,1,46
8,6,6y,m,60,KAANCAN GÖKÇE,1.25.01,5.05,17,2,45
8,7,5y,m,56,ERHAN AKTUĞ,1.25.03,11.75,3,8,32
8,8,5y,m,59,MERTCAN ÇELİK,1.27.98,6.4,8,6,38
8,9,8y,m,62,MUHAMMED MİR BİLGİN,1.28.15,15.55,9,5,45
8,10,4y,f,48,CEM YILMAZ,1.28.56,71.0,1,10,27
9,1,3y,m,58,NEVZAT AVCİ,1.32.03,14.05,5,6,0
9,2,3y,m,58,MUHAMMED MİR BİLGİN,1.32.16,9.7,7,5,0
9,3,3y,f,56,ERHAN AKTUĞ,1.32.33,30.15,2,7,0
9,4,3y,f,56,TUGAY ALICI,1.32.65,1.7,39,1,0
9,5,3y,f,56,MERTCAN ÇELİK,1.32.81,8.05,8,3,0
9,6,3y,m,58,FEYZULLAH AVCI,1.33.67,34.7,2,10,0
9,7,3y,f,56,ALİCAN İNCİ,1.34.07,44.65,2,11,0
9,8,3y,m,58,ONUR YILDIZ,1.34.16,20.1,2,9,0
9,9,3y,f,56,MUSTAFA ÇİÇEK,1.34.68,1.7,6,1,0
9,10,3y,m,58,ALİ YILDIZ,1.36.94,7.9,8,4,0
9,11,3y,f,56,MERT UYAR,1.37.10,65.3,1,12,0
9,12,3y,m,58,ÖZCAN YILDIRIM,1.40.57,6.9,16,2,0
9,13,3y,f,56,BEKİR MERT MIRIK,1.45.52,29.35,2,8,0
1,1,3y,m,54,SADETTİN BOYRAZ,1.14.82,7.55,13,4,45
1,2,3y,m,53,NEVZAT AVCİ,1.14.90,9.25,9,5,43
1,3,3y,m,55,OĞUZ EREN,1.14.92,7.25,13,3,47
1,4,3y,m,54,MUHAMMED MİR BİLGİN,1.15.01,5.4,15,2,44
1,5,3y,m,54,ALİ YILDIZ,1.15.32,13.15,6,6,45
1,6,3y,m,60,MEHMET KAYA,1.15.71,1.6,39,1,56
1,7,3y,m,56,ERAY ÇİZİK,1.16.60,19.35,4,7,49
1,8,3y,m,48,İSMAİL GÜN,1.17.01,42.05,1,8,33
1,9,3y,m,50,HALİT GÖKÇE,1.19.06,78.55,0,9,27
2,1,4y,f,60,VEDAT ABİŞ,2.04.57,2.7,31,2,52
2,2,5y,f,57,NEVZAT AVCİ,2.04.65,1.9,37,1,72
2,3,5y,f,58,SEZER ÇELİK,2.05.37,8.0,9,3,68
2,4,7y,f,57,MUHAMMED MİR BİLGİN,2.05.51,24.65,3,6,33
2,5,4y,f,55,OKAN İNCE,2.07.25,69.3,1,11,39
2,6,4y,f,52,KÜRŞAT YILMAZ,2.10.03,26.8,2,7,45
2,7,6y,f,57,MAHMUT TURAN,2.12.69,10.6,8,4,43
2,8,5y,f,60,ONUR ÖZTÜRK,2.13.94,31.75,2,8,41
2,9,4y,f,55,ÇETİN OK,2.18.94,163.8,0,12,0
2,10,5y,f,54,EREN KADİRLER,2.21.06,52.25,1,9,39
